Compañia,"Desc, compañia",Auxiliar,Cuenta 6,"Desc, auxiliar",Saldo inicial,Saldo final,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5,Tag 6,Tag 7,Tag 8,Tag 9,Tag 10,Tag 11,Tag 12
6,FONDO DE INVERSION COLECTIVA ACCIONES GLOBALES,590505015,590505,CANCELACION DE INGRESOS RV,0,"20864928,29",EquityAndLiabilities,Equity,EquityAttributableToOwnersOfParent,OtherEquityInterest,,,,,,,,
6,FONDO DE INVERSION COLECTIVA ACCIONES GLOBALES,821505010,821505,EN TITULOS DE TESORERIA - TES,0,0,EquityAndLiabilities,Equity,EquityAttributableToOwnersOfParent,,,,,,,,,
10,FIC DIVERSIFICADO MODERADO,111505004,111505,"(DM) OCCIDENTE Cta No, 219885894",1769607608,"844860769,3",Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
10,FIC DIVERSIFICADO MODERADO,111505006,111505,"(DM) BANCO COLPATRIA Cta No, 0072967712","53107350,39","55002435,44",Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
10,FIC DIVERSIFICADO MODERADO,111505147,111505,"(FR) DAVIVIENDA Cta No, 005069993326",2001000,2382176,Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
10,FIC DIVERSIFICADO MODERADO,111505193,111505,"(BA) BCO BOGOTA Cta Ah No, 049280159",6238289,6510736,Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
10,FIC DIVERSIFICADO MODERADO,111505196,111505,"(EA) DAVIVIENDA Cta Cte, No 005069993052","89155543,4","49142077,73",Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
10,FIC DIVERSIFICADO MODERADO,111510130,111510,ALL FUNDS CTA: 1160500576000,"13271922,61","3523444,3",Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
10,FIC DIVERSIFICADO MODERADO,111510666,111510,"OCCIDENTAL CTA, TRANSITO COLOMBIA",0,0,Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
10,FIC DIVERSIFICADO MODERADO,130115115,130115,OTROS EMISORES NACIONALES,14671966750,8503222800,Assets,,Inversiones,ActivosFinancierosCorrientesValorRazonableCambiosResultadosInversiones,InversionesNegociables,NegociablesInstrumentosDeuda,,NetAssetsLiabilities,,,,
10,FIC DIVERSIFICADO MODERADO,130205300,130205,EMISORES NACIONALES,5000067239,5117515395,Assets,,Inversiones,ActivosFinancierosCorrientesValorRazonableCambiosResultadosInversiones,InversionesNegociables,NegociablesInstrumentosPatrimonio,,NetAssetsLiabilities,,,,
6,FONDO DE INVERSION COLECTIVA ACCIONES GLOBALES,161695197,161695,"(FA) BBVA Cau No, 895000610","31341,5","31341,5",Assets,,TradeAndOtherReceivables,,,,,NetAssetsLiabilities,,,,
6,FONDO DE INVERSION COLECTIVA ACCIONES GLOBALES,161695255,161695,"(FA) Bancol pan Cau No, 80100008440","18367,84","16557,6",Assets,,TradeAndOtherReceivables,,,,,NetAssetsLiabilities,,,,
6,FONDO DE INVERSION COLECTIVA ACCIONES GLOBALES,161695491,161695,"(FA) POPULAR Cau No,220063102297","36,57","36,57",Assets,,TradeAndOtherReceivables,,,,,NetAssetsLiabilities,,,,
6,FONDO DE INVERSION COLECTIVA ACCIONES GLOBALES,161695492,161695,"(FA) DAVIVIENDA Cau No,5070350797","18896,63","50333,43",Assets,,TradeAndOtherReceivables,,,,,NetAssetsLiabilities,,,,
6,FONDO DE INVERSION COLECTIVA ACCIONES GLOBALES,161695999,161695,PROVEEDORES,0,0,Assets,,TradeAndOtherReceivables,,,,,NetAssetsLiabilities,,,,
6,FONDO DE INVERSION COLECTIVA ACCIONES GLOBALES,225040011,225040,OBLIGACION DE COMPRA SOBRE TITULOS,0,0,EquityAndLiabilities,Liabilities,OtherFinancialLiabilities,,,,,NetAssetsLiabilities,,,,
6,FONDO DE INVERSION COLECTIVA ACCIONES GLOBALES,250110010,250110,COMISION CUSTODIA FIJA,0,0,EquityAndLiabilities,Liabilities,TradeAndOtherPayables,,,,,NetAssetsLiabilities,,,,
6,FONDO DE INVERSION COLECTIVA ACCIONES GLOBALES,250110033,250110,COMISION CUSTODIO,-85000,-195000,EquityAndLiabilities,Liabilities,TradeAndOtherPayables,,,,,NetAssetsLiabilities,,,,
6,FONDO DE INVERSION COLECTIVA ACCIONES GLOBALES,250295034,250295,MERCADO ELECTRONICO COLOMBIANO (MEC),0,0,EquityAndLiabilities,Liabilities,TradeAndOtherPayables,,,,,NetAssetsLiabilities,,,,
6,FONDO DE INVERSION COLECTIVA ACCIONES GLOBALES,250305011,250305,RENDIMIENTOS FINANCIEROS CAPITALIZADOS,-3726,0,EquityAndLiabilities,Liabilities,TradeAndOtherPayables,,,,,NetAssetsLiabilities,,,,
6,FONDO DE INVERSION COLECTIVA ACCIONES GLOBALES,250305020,250305,RTE FTE PROVEEDORES,0,0,EquityAndLiabilities,Liabilities,TradeAndOtherPayables,,,,,NetAssetsLiabilities,,,,
6,FONDO DE INVERSION COLECTIVA ACCIONES GLOBALES,253105003,253105,CUENTA CORRIENTE IBA,0,0,EquityAndLiabilities,Liabilities,TradeAndOtherPayables,,,,,NetAssetsLiabilities,,,,
6,FONDO DE INVERSION COLECTIVA ACCIONES GLOBALES,253105110,253105,CUENTA COMPENSACION,"364381621,5","304912239,9",EquityAndLiabilities,Liabilities,TradeAndOtherPayables,,,,,NetAssetsLiabilities,,,,
6,FONDO DE INVERSION COLECTIVA ACCIONES GLOBALES,253105135,253105,CUMPLIMIENTO DERIVADOS,-20601000,-2323500,EquityAndLiabilities,Liabilities,TradeAndOtherPayables,,,,,NetAssetsLiabilities,,,,
6,FONDO DE INVERSION COLECTIVA ACCIONES GLOBALES,410805200,410805,EMISORES EXTRANJEROS,0,-1331054101,EquityAndLiabilities,Equity,EquityAttributableToOwnersOfParent,OtherEquityInterest,ProfitLossFromContinuingOperations,ProfitLoss,ProfitLossBeforeTax,ProfitLossFromOperatingActivities,OtherExpenseByNature,,,AdjustmentsForDecreaseIncreaseInOtherCurrentAssets
6,FONDO DE INVERSION COLECTIVA ACCIONES GLOBALES,411405015,411405,INGRESO POR OP REPO,0,"-2590772,81",EquityAndLiabilities,Equity,EquityAttributableToOwnersOfParent,OtherEquityInterest,ProfitLossFromContinuingOperations,ProfitLoss,ProfitLossBeforeTax,ProfitLossFromOperatingActivities,Revenue,InterestIncomeOnCashAndCashEquivalents,,
6,FONDO DE INVERSION COLECTIVA ACCIONES GLOBALES,411415020,411415,DIVIDENDOS,0,-3749830,EquityAndLiabilities,Equity,EquityAttributableToOwnersOfParent,OtherEquityInterest,ProfitLossFromContinuingOperations,ProfitLoss,ProfitLossBeforeTax,ProfitLossFromOperatingActivities,Revenue,InterestIncomeOnCashAndCashEquivalents,,
6,FONDO DE INVERSION COLECTIVA ACCIONES GLOBALES,411495002,411495,"(FA) BANCOLOMBIA Cta No,69000008135",0,"-1397460,75",EquityAndLiabilities,Equity,EquityAttributableToOwnersOfParent,OtherEquityInterest,ProfitLossFromContinuingOperations,ProfitLoss,ProfitLossBeforeTax,ProfitLossFromOperatingActivities,Revenue,InterestIncomeOnCashAndCashEquivalents,,
6,FONDO DE INVERSION COLECTIVA ACCIONES GLOBALES,411495004,411495,"(FA) BANCOLOMBIA Cau No,04882034297",0,"-179457,62",EquityAndLiabilities,Equity,EquityAttributableToOwnersOfParent,OtherEquityInterest,ProfitLossFromContinuingOperations,ProfitLoss,ProfitLossBeforeTax,ProfitLossFromOperatingActivities,Revenue,InterestIncomeOnCashAndCashEquivalents,,
6,FONDO DE INVERSION COLECTIVA ACCIONES GLOBALES,411495018,411495,"(FA) Colpatria Cta No, 0062513018",0,"-97920,06",EquityAndLiabilities,Equity,EquityAttributableToOwnersOfParent,OtherEquityInterest,ProfitLossFromContinuingOperations,ProfitLoss,ProfitLossBeforeTax,ProfitLossFromOperatingActivities,Revenue,InterestIncomeOnCashAndCashEquivalents,,
6,FONDO DE INVERSION COLECTIVA ACCIONES GLOBALES,411495034,411495,"(FA) BOGOTA Cau No,049216492",0,"-2240590,71",EquityAndLiabilities,Equity,EquityAttributableToOwnersOfParent,OtherEquityInterest,ProfitLossFromContinuingOperations,ProfitLoss,ProfitLossBeforeTax,ProfitLossFromOperatingActivities,Revenue,InterestIncomeOnCashAndCashEquivalents,,
6,FONDO DE INVERSION COLECTIVA ACCIONES GLOBALES,411495160,411495,"(FA) OCCIDENTAL BANK Cau No, 509078",0,"-80573,78",EquityAndLiabilities,Equity,EquityAttributableToOwnersOfParent,OtherEquityInterest,ProfitLossFromContinuingOperations,ProfitLoss,ProfitLossBeforeTax,ProfitLossFromOperatingActivities,Revenue,InterestIncomeOnCashAndCashEquivalents,,
6,FONDO DE INVERSION COLECTIVA ACCIONES GLOBALES,411495194,411495,"(FA) DAVIVIENDA Cta Cau No,005070366652",0,"-4942298,23",EquityAndLiabilities,Equity,EquityAttributableToOwnersOfParent,OtherEquityInterest,ProfitLossFromContinuingOperations,ProfitLoss,ProfitLossBeforeTax,ProfitLossFromOperatingActivities,Revenue,InterestIncomeOnCashAndCashEquivalents,,
6,FONDO DE INVERSION COLECTIVA ACCIONES GLOBALES,411495255,411495,CAUS BANCOLOMBIA PANAMA 80100008440 AHO,0,"-34986,12",EquityAndLiabilities,Equity,EquityAttributableToOwnersOfParent,OtherEquityInterest,ProfitLossFromContinuingOperations,ProfitLoss,ProfitLossBeforeTax,ProfitLossFromOperatingActivities,Revenue,InterestIncomeOnCashAndCashEquivalents,,
6,FONDO DE INVERSION COLECTIVA ACCIONES GLOBALES,411495999,411495,OTROS,0,"-2,66",EquityAndLiabilities,Equity,EquityAttributableToOwnersOfParent,OtherEquityInterest,ProfitLossFromContinuingOperations,ProfitLoss,ProfitLossBeforeTax,ProfitLossFromOperatingActivities,Revenue,InterestIncomeOnCashAndCashEquivalents,,
6,FONDO DE INVERSION COLECTIVA ACCIONES GLOBALES,412510200,412510,EMISORES EXTRANJEROS,0,"-465676075,7",EquityAndLiabilities,Equity,EquityAttributableToOwnersOfParent,OtherEquityInterest,ProfitLossFromContinuingOperations,ProfitLoss,ProfitLossBeforeTax,ProfitLossFromOperatingActivities,Revenue,,,
6,FONDO DE INVERSION COLECTIVA ACCIONES GLOBALES,413515015,413515,UT/PER REEXPRESIÓN OTROS ACTIVOS (DER CO,0,-717600,EquityAndLiabilities,Equity,EquityAttributableToOwnersOfParent,OtherEquityInterest,ProfitLossFromContinuingOperations,ProfitLoss,ProfitLossBeforeTax,ProfitLossFromOperatingActivities,OtherExpenseByNature,,,
6,FONDO DE INVERSION COLECTIVA ACCIONES GLOBALES,413535015,413535,UT/PER REEXPRESIÓN OTROS PASIVOS (OBL VE,0,-1210100,EquityAndLiabilities,Equity,EquityAttributableToOwnersOfParent,OtherEquityInterest,ProfitLossFromContinuingOperations,ProfitLoss,ProfitLossBeforeTax,ProfitLossFromOperatingActivities,OtherExpenseByNature,,,
6,FONDO DE INVERSION COLECTIVA ACCIONES GLOBALES,419595025,419595,PENALIZACIONES,0,"-81314,93",EquityAndLiabilities,Equity,EquityAttributableToOwnersOfParent,OtherEquityInterest,ProfitLossFromContinuingOperations,ProfitLoss,ProfitLossBeforeTax,ProfitLossFromOperatingActivities,Revenue,OtherRevenue,,
6,FONDO DE INVERSION COLECTIVA ACCIONES GLOBALES,511512010,511512,GASTOS BANCARIOS,0,"5449128,97",EquityAndLiabilities,Equity,EquityAttributableToOwnersOfParent,OtherEquityInterest,ProfitLossFromContinuingOperations,ProfitLoss,ProfitLossBeforeTax,ProfitLossFromOperatingActivities,OtherExpenseByNature,OtherFeeAndCommissionExpense,FeeAndCommissionExpense,FeeAndCommissionIncomeExpense
6,FONDO DE INVERSION COLECTIVA ACCIONES GLOBALES,511548010,511548,"COMISION DE ADMINISTRACION R,F,",0,"152643136,5",EquityAndLiabilities,Equity,EquityAttributableToOwnersOfParent,OtherEquityInterest,ProfitLossFromContinuingOperations,ProfitLoss,ProfitLossBeforeTax,ProfitLossFromOperatingActivities,OtherExpenseByNature,OtherFeeAndCommissionExpense,FeeAndCommissionExpense,FeeAndCommissionIncomeExpense
6,FONDO DE INVERSION COLECTIVA ACCIONES GLOBALES,512510200,512510,EMISORES EXTRANJEROS,0,219329374,EquityAndLiabilities,Equity,EquityAttributableToOwnersOfParent,OtherEquityInterest,ProfitLossFromContinuingOperations,ProfitLoss,ProfitLossBeforeTax,ProfitLossFromOperatingActivities,OtherExpenseByNature,,,
6,FONDO DE INVERSION COLECTIVA ACCIONES GLOBALES,512917010,512917,PERDIDA FUTUROS DE MONEDAS,0,"52270499,77",EquityAndLiabilities,Equity,EquityAttributableToOwnersOfParent,OtherEquityInterest,ProfitLossFromContinuingOperations,ProfitLoss,ProfitLossBeforeTax,ProfitLossFromOperatingActivities,OtherExpenseByNature,,,AdjustmentsForDecreaseIncreaseInOtherCurrentAssets
6,FONDO DE INVERSION COLECTIVA ACCIONES GLOBALES,512917020,512917,VALORACION FUTUROS DE MONEDAS,0,"183850500,1",EquityAndLiabilities,Equity,EquityAttributableToOwnersOfParent,OtherEquityInterest,ProfitLossFromContinuingOperations,ProfitLoss,ProfitLossBeforeTax,ProfitLossFromOperatingActivities,OtherExpenseByNature,,,AdjustmentsForDecreaseIncreaseInOtherCurrentAssets
6,FONDO DE INVERSION COLECTIVA ACCIONES GLOBALES,513535015,513535,UT/PER REEXPRESIÓN OTROS PASIVOS (OBL VE,0,554280,EquityAndLiabilities,Equity,EquityAttributableToOwnersOfParent,OtherEquityInterest,ProfitLossFromContinuingOperations,ProfitLoss,ProfitLossBeforeTax,ProfitLossFromOperatingActivities,OtherExpenseByNature,,,
6,FONDO DE INVERSION COLECTIVA ACCIONES GLOBALES,514005011,514005,IMPOVENTAS,0,"2585963,28",EquityAndLiabilities,Equity,EquityAttributableToOwnersOfParent,OtherEquityInterest,ProfitLossFromContinuingOperations,ProfitLoss,ProfitLossBeforeTax,ProfitLossFromOperatingActivities,OtherExpenseByNature,,,
6,FONDO DE INVERSION COLECTIVA ACCIONES GLOBALES,519095004,519095,MERCADO ELECTRONICO COLOMBIANO (MEC),0,"246896,67",EquityAndLiabilities,Equity,EquityAttributableToOwnersOfParent,OtherEquityInterest,ProfitLossFromContinuingOperations,ProfitLoss,ProfitLossBeforeTax,ProfitLossFromOperatingActivities,OtherExpenseByNature,,,
6,FONDO DE INVERSION COLECTIVA ACCIONES GLOBALES,519095007,519095,SAE CUSTODIO,0,"111072,46",EquityAndLiabilities,Equity,EquityAttributableToOwnersOfParent,OtherEquityInterest,ProfitLossFromContinuingOperations,ProfitLoss,ProfitLossBeforeTax,ProfitLossFromOperatingActivities,OtherExpenseByNature,,,
6,FONDO DE INVERSION COLECTIVA ACCIONES GLOBALES,519095999,519095,OTROS,0,"6,16",EquityAndLiabilities,Equity,EquityAttributableToOwnersOfParent,OtherEquityInterest,ProfitLossFromContinuingOperations,ProfitLoss,ProfitLossBeforeTax,ProfitLossFromOperatingActivities,OtherExpenseByNature,,,
6,FONDO DE INVERSION COLECTIVA ACCIONES GLOBALES,590505010,590505,CANCELACION DE INGRESOS RF,0,"150279559,9",EquityAndLiabilities,Equity,EquityAttributableToOwnersOfParent,OtherEquityInterest,,,,,,,,
6,FONDO DE INVERSION COLECTIVA ACCIONES GLOBALES,590505020,590505,UTILIDAD/PERDIDA PAGADA EN REDENCIONES,0,"24027545,54",EquityAndLiabilities,Equity,EquityAttributableToOwnersOfParent,OtherEquityInterest,,,,,,,,
6,FONDO DE INVERSION COLECTIVA ACCIONES GLOBALES,810505205,810505,EMISORES NACIONALES,492198960,1049370623,EquityAndLiabilities,Equity,EquityAttributableToOwnersOfParent,,,,,,,,,
6,FONDO DE INVERSION COLECTIVA ACCIONES GLOBALES,810505210,810505,EMISORES EXTRANJEROS,17047558138,18435808518,EquityAndLiabilities,Equity,EquityAttributableToOwnersOfParent,,,,,,,,,
6,FONDO DE INVERSION COLECTIVA ACCIONES GLOBALES,830505010,830505,DEUDORAS POR CONTRA,-17539757098,-19485179141,EquityAndLiabilities,Equity,EquityAttributableToOwnersOfParent,,,,,,,,,
6,FONDO DE INVERSION COLECTIVA ACCIONES GLOBALES,840505010,840505,ACREEDORAS POR CONTRA,0,0,EquityAndLiabilities,Equity,EquityAttributableToOwnersOfParent,,,,,,,,,
10,FIC DIVERSIFICADO MODERADO,111505001,111505,"(DM) DAVIVIENDA Cta No,482800036014","46444395,81",1810456621,Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
10,FIC DIVERSIFICADO MODERADO,111505002,111505,"(DM) BCO BOGOTA Cta No,049335060","308267204,2","97984450,49",Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
10,FIC DIVERSIFICADO MODERADO,111505005,111505,"(DM) BANCOLOMBIA Cta No, 69000008137","221966541,9","733629555,3",Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
10,FIC DIVERSIFICADO MODERADO,111505087,111505,"(FR) BANCOLOMBIA Cta No,04882034670","22118161,24","36300878,88",Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
10,FIC DIVERSIFICADO MODERADO,111505115,111505,"(BA) BANCO COLPATRIA Cta No,0062513021","6337783,65","6337783,65",Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
10,FIC DIVERSIFICADO MODERADO,111505140,111505,"(FR) BANCOLOMBIA Cta No,17854124724","129637571,1","26851939,46",Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
10,FIC DIVERSIFICADO MODERADO,111505142,111505,"(FR) OCCIDENTE Cta No, 288854078","2641823,64","313210329,3",Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
10,FIC DIVERSIFICADO MODERADO,111505144,111505,"(BA) DAVIVIENDA Cta No, 5070361620","15723275,64",206248004,Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
10,FIC DIVERSIFICADO MODERADO,111505192,111505,"(BA) DAVIVIENDA Cta No,005070366645","6704040,04","8494023,46",Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
10,FIC DIVERSIFICADO MODERADO,111505390,111505,"(FR) REPUBLICA Cta No,62255450","188019,66","188019,69",Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
10,FIC DIVERSIFICADO MODERADO,111510001,111510,Davivienda Panama AH CTA: 10001015160,"168216907,6","149572467,3",Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
10,FIC DIVERSIFICADO MODERADO,111510125,111510,CITIBANK NEW YORK CTA: 27075300,"54987758,76","521569028,6",Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
10,FIC DIVERSIFICADO MODERADO,111510140,111510,BANCOLOMBIA PANAMA CTA: 80100007240,"21788058,44",16656370,Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
10,FIC DIVERSIFICADO MODERADO,111510145,111510,BANCO DE BOGOTA MIAMI CTA: 79681,"24251951,4","25135263,15",Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
10,FIC DIVERSIFICADO MODERADO,111510150,111510,OCCIDENTAL BANK BARBADOS CTA: 509086,"23820638,54","28611189,5",Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
10,FIC DIVERSIFICADO MODERADO,122005010,122005,"COMP DE TRANSF DE INV EN OP, SIM",0,0,Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
10,FIC DIVERSIFICADO MODERADO,130105105,130105,TÍTULOS DE TESORERÍA -TES,22627499645,17701764450,Assets,,Inversiones,ActivosFinancierosCorrientesValorRazonableCambiosResultadosInversiones,InversionesNegociables,NegociablesInstrumentosDeuda,,NetAssetsLiabilities,,,,
10,FIC DIVERSIFICADO MODERADO,130210200,130210,EMISORES EXTRANJEROS,18677845883,15548348626,Assets,,Inversiones,ActivosFinancierosCorrientesValorRazonableCambiosResultadosInversiones,InversionesNegociables,NegociablesInstrumentosPatrimonio,,NetAssetsLiabilities,,,,
10,FIC DIVERSIFICADO MODERADO,135105010,135105,DERECHO DE COMPRA SOBRE DIVISAS,0,0,,,,,,,,,,,,
10,FIC DIVERSIFICADO MODERADO,135115300,135115,DERECHO DE COMPRA TITULOS,0,91640000,Assets,,Inversiones,ActivosFinancierosCorrientesValorRazonableCambiosResultadosInversiones,InversionesNegociables,NegociablesInstrumentosPatrimonio,,NetAssetsLiabilities,,,,
10,FIC DIVERSIFICADO MODERADO,135120200,135120,DERECHO DE VENTA SOBRE TÍTULOS,0,0,Assets,,Inversiones,ActivosFinancierosCorrientesValorRazonableCambiosResultadosInversiones,InversionesNegociables,NegociablesInstrumentosPatrimonio,,NetAssetsLiabilities,,,,
10,FIC DIVERSIFICADO MODERADO,135120300,135120,DERECHO DE VENTA TITULOS,0,0,Assets,,Inversiones,ActivosFinancierosCorrientesValorRazonableCambiosResultadosInversiones,InversionesNegociables,NegociablesInstrumentosPatrimonio,,NetAssetsLiabilities,,,,
10,FIC DIVERSIFICADO MODERADO,135135010,135135,OBLIGACIÓN DE VENTA SOBRE DIVISAS,0,0,,,,,,,,,,,,
10,FIC DIVERSIFICADO MODERADO,130210300,130210,EMISORES EXTRANJEROS,0,0,Assets,,Inversiones,ActivosFinancierosCorrientesValorRazonableCambiosResultadosInversiones,InversionesNegociables,NegociablesInstrumentosPatrimonio,,NetAssetsLiabilities,,,,
10,FIC DIVERSIFICADO MODERADO,135110010,135110,DERECHO DE VENTA SOBRE DIVISAS,0,0,,,,,,,,,,,,
10,FIC DIVERSIFICADO MODERADO,135115200,135115,DERECHO DE COMPRA TITULOS,0,0,Assets,,Inversiones,ActivosFinancierosCorrientesValorRazonableCambiosResultadosInversiones,InversionesNegociables,NegociablesInstrumentosPatrimonio,,NetAssetsLiabilities,,,,
10,FIC DIVERSIFICADO MODERADO,135130010,135130,OBLIGACIÓN DE COMPRA SOBRE DIVISAS,0,0,,,,,,,,,,,,
10,FIC DIVERSIFICADO MODERADO,135305010,135305,DERECHO DE MONEDAS,5128484000,3639898000,Assets,,Inversiones,ActivosFinancierosCorrientesValorRazonableCambiosResultadosInversiones,InversionesNegociables,NegociablesInstrumentosPatrimonio,,NetAssetsLiabilities,,,,
10,FIC DIVERSIFICADO MODERADO,135305015,135305,OBLIGACION DE MONEDAS,-5128484000,-3639898000,Assets,,Inversiones,ActivosFinancierosCorrientesValorRazonableCambiosResultadosInversiones,InversionesNegociables,NegociablesInstrumentosPatrimonio,,NetAssetsLiabilities,,,,
10,FIC DIVERSIFICADO MODERADO,161695001,161695,"(DM) DAVIVIENDA Cta No,482800036014","49834,28","492362,5",Assets,,TradeAndOtherReceivables,,,,,NetAssetsLiabilities,,,,
10,FIC DIVERSIFICADO MODERADO,161695002,161695,"(DM) BCO BOGOTA Cta No,049335060","2014355,64","767454,54",Assets,,TradeAndOtherReceivables,,,,,NetAssetsLiabilities,,,,
10,FIC DIVERSIFICADO MODERADO,161695005,161695,"(DM) BANCOLOMBIA Cta No, 69000008137","57275,69","302374,44",Assets,,TradeAndOtherReceivables,,,,,NetAssetsLiabilities,,,,
10,FIC DIVERSIFICADO MODERADO,161695007,161695,"(DM) Davivienda Panama CTA, 10001015160",0,"337378,12",Assets,,TradeAndOtherReceivables,,,,,NetAssetsLiabilities,,,,
10,FIC DIVERSIFICADO MODERADO,161695015,161695,GASTOS VARIOS DE ADMON,0,0,Assets,,TradeAndOtherReceivables,,,,,NetAssetsLiabilities,,,,
10,FIC DIVERSIFICADO MODERADO,161695025,161695,Retención en la fuente,0,"290733,52",Assets,,TradeAndOtherReceivables,,,,,NetAssetsLiabilities,,,,
10,FIC DIVERSIFICADO MODERADO,161695045,161695,CUENTA CORRIENTE,0,"3081745,64",Assets,,TradeAndOtherReceivables,,,,,NetAssetsLiabilities,,,,
10,FIC DIVERSIFICADO MODERADO,161695124,161695,"(EA) Bco Popular cau No, 220066149154","152,29","152,29",Assets,,TradeAndOtherReceivables,,,,,NetAssetsLiabilities,,,,
10,FIC DIVERSIFICADO MODERADO,161695130,161695,"ALL FUNDS Cau, 1160500576000 CTE","13304362,32","12212191,41",Assets,,TradeAndOtherReceivables,,,,,NetAssetsLiabilities,,,,
10,FIC DIVERSIFICADO MODERADO,161695143,161695,"(FR) BBVA Cau No, 870002821","1574,28","1574,28",Assets,,TradeAndOtherReceivables,,,,,NetAssetsLiabilities,,,,
10,FIC DIVERSIFICADO MODERADO,161695149,161695,"(EA) Bco Citibank Cau No, 5082432118","146468,28","146468,28",Assets,,TradeAndOtherReceivables,,,,,NetAssetsLiabilities,,,,
10,FIC DIVERSIFICADO MODERADO,161695192,161695,"(BA) DAVIVIENDA Cta Cau No,005070366645","24420,16","23843,2",Assets,,TradeAndOtherReceivables,,,,,NetAssetsLiabilities,,,,
10,FIC DIVERSIFICADO MODERADO,161695193,161695,"(BA) BCO BOGOTA Cau No, 049280159","281366,21","291595,61",Assets,,TradeAndOtherReceivables,,,,,NetAssetsLiabilities,,,,
10,FIC DIVERSIFICADO MODERADO,161695197,161695,"(BA) BBVA Cta Cau No,895000594","1120,84","1120,84",Assets,,TradeAndOtherReceivables,,,,,NetAssetsLiabilities,,,,
10,FIC DIVERSIFICADO MODERADO,225040011,225040,OBLIGACION DE COMPRA SOBRE TITULOS,-645967500,0,EquityAndLiabilities,Liabilities,OtherFinancialLiabilities,,,,,NetAssetsLiabilities,,,,
10,FIC DIVERSIFICADO MODERADO,250110033,250110,COMISION CUSTODIO,"-1555511,58","-1516133,61",EquityAndLiabilities,Liabilities,TradeAndOtherPayables,,,,,NetAssetsLiabilities,,,,
10,FIC DIVERSIFICADO MODERADO,250110037,250110,COMISION CUENTA (CUD,0,0,EquityAndLiabilities,Liabilities,TradeAndOtherPayables,,,,,NetAssetsLiabilities,,,,
10,FIC DIVERSIFICADO MODERADO,250295034,250295,MERCADO ELECTRONICO COLOMBIANO (MEC),0,0,EquityAndLiabilities,Liabilities,TradeAndOtherPayables,,,,,NetAssetsLiabilities,,,,
10,FIC DIVERSIFICADO MODERADO,250305011,250305,RENDIMIENTOS FINANCIEROS CAPITALIZADOS,0,-199,EquityAndLiabilities,Liabilities,TradeAndOtherPayables,,,,,NetAssetsLiabilities,,,,
10,FIC DIVERSIFICADO MODERADO,253105003,253105,CUENTA CORRIENTE IBA,0,0,EquityAndLiabilities,Liabilities,TradeAndOtherPayables,,,,,NetAssetsLiabilities,,,,
10,FIC DIVERSIFICADO MODERADO,253105024,253105,COMPENSACION DERIVADOS,0,0,EquityAndLiabilities,Liabilities,TradeAndOtherPayables,,,,,NetAssetsLiabilities,,,,
10,FIC DIVERSIFICADO MODERADO,253105110,253105,CUENTA COMPENSACION,"-71314266,62","-133355397,3",EquityAndLiabilities,Liabilities,TradeAndOtherPayables,,,,,NetAssetsLiabilities,,,,
