Compañia,Desc. compañia,Auxiliar,Desc. auxiliar,Tercero,C.Costo,C.O. ,U.N.,Desc. Moneda alt.,Saldo inicial,Saldo final,Unnamed: 11,SCOA6DIG,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5,Tag 6,Tag 7,Tag 8,Tag 9
286,FCP MALLPLAZA COMPARTIMENTO AS CONSTRUCCIONES,410805300,EMISORES NACIONALES,,,1,99,PESOS,"0,0","-15438091152,46",,410805,Total pasivo + patrimonio,Patrimonio,Utilidad o perdida del ejercicio,Ingresos ordinarios,Por aumento en el valor de mercado Inst. de Pat.,,,,
286,FCP MALLPLAZA COMPARTIMENTO AS CONSTRUCCIONES,411495006,(MAC) BANCOLOMBIA Cau No.03191346199,,,1,99,PESOS,"0,0","-2984198,52",,411495,Total pasivo + patrimonio,Patrimonio,Utilidad o perdida del ejercicio,Ingresos ordinarios,Otros rendimientos financieros,,,,
286,FCP MALLPLAZA COMPARTIMENTO AS CONSTRUCCIONES,510310010,CREDITOS BANCOS,,,1,99,PESOS,"0,0","2953515037,54",,510310,Total pasivo + patrimonio,Patrimonio,Utilidad o perdida del ejercicio,Costos y gastos,Gastos de operaciones,Credito bancos,,,
286,FCP MALLPLAZA COMPARTIMENTO AS CONSTRUCCIONES,511325010,COMISION CUSTODIA FIJA                  ,,,1,99,PESOS,"0,0","4086897,3",,511325,Total pasivo + patrimonio,Patrimonio,Utilidad o perdida del ejercicio,Costos y gastos,Gastos de operaciones,Comisión custodia fija,,,
286,FCP MALLPLAZA COMPARTIMENTO AS CONSTRUCCIONES,513015003,REVISORIA FISCAL                        ,,,1,99,PESOS,"0,0","3274587,0",,513015,Total pasivo + patrimonio,Patrimonio,Utilidad o perdida del ejercicio,Costos y gastos,Gastos de operaciones,Revisoría Fiscal,,,
286,FCP MALLPLAZA COMPARTIMENTO AS CONSTRUCCIONES,513095090,OTROS HONORARIOS,,,1,99,PESOS,"0,0","2847000,0",,513095,Total pasivo + patrimonio,Patrimonio,Utilidad o perdida del ejercicio,Costos y gastos,Gastos de operaciones,Otros honorarios,,,
286,FCP MALLPLAZA COMPARTIMENTO AS CONSTRUCCIONES,514005010,IMPUESTO A LOS MOVIMIENTOS FINANCIEROS  ,,,1,99,PESOS,"0,0","24146461,01",,514005,Total pasivo + patrimonio,Patrimonio,Utilidad o perdida del ejercicio,Costos y gastos,Gastos de operaciones,Gravamen a los movimientos financieros,Impuestos y tasas,,
286,FCP MALLPLAZA COMPARTIMENTO AS CONSTRUCCIONES,590505015,CANCELACION DE INGRESOS RV,,,1,99,PESOS,"0,0","15433704831,1",,590505,Total pasivo + patrimonio,Patrimonio,,,,,,,
186,FCP TC LATAM COMPARTIMENTO C,511548010,COMISION DE ADMINISTRACION R.F.         ,,,1,99,PESOS,"0,0","5381096,76",,511548,Total pasivo + patrimonio,Patrimonio,Utilidad o perdida del ejercicio,Costos y gastos,Gastos de operaciones,Comisión administración,,,
186,FCP TC LATAM COMPARTIMENTO C,511595015,OTRAS COMISIONES,,,1,99,PESOS,"0,0","9888007,1",,511595,Total pasivo + patrimonio,Patrimonio,Utilidad o perdida del ejercicio,Costos y gastos,Gastos de operaciones,Comisión Bursatil,,,
186,FCP TC LATAM COMPARTIMENTO C,514005011,IMPOVENTAS                              ,,,1,99,PESOS,"0,0","1447812,9",,514005,Total pasivo + patrimonio,Patrimonio,Utilidad o perdida del ejercicio,Costos y gastos,Gastos de operaciones,Gravamen a los movimientos financieros,Impuestos y tasas,,
186,FCP TC LATAM COMPARTIMENTO C,514005020,IMPUESTOS ASUMIDOS,,,1,99,PESOS,"0,0","4530041,6",,514005,Total pasivo + patrimonio,Patrimonio,Utilidad o perdida del ejercicio,Costos y gastos,Gastos de operaciones,Gravamen a los movimientos financieros,Impuestos y tasas,,
186,FCP TC LATAM COMPARTIMENTO C,516060010,MANTENIMIENTO Y REPARACIONES,,,1,99,PESOS,"0,0","16231660,3",,516060,Total pasivo + patrimonio,Patrimonio,Utilidad o perdida del ejercicio,Costos y gastos,Gastos de operaciones,Mantenimiento y Reparaciones,,,
186,FCP TC LATAM COMPARTIMENTO C,519095010,ADMINISTRACION DE ARRENDAMIENTOS,,,1,99,PESOS,"0,0","8582798,03",,519095,Total pasivo + patrimonio,Patrimonio,Utilidad o perdida del ejercicio,Costos y gastos,Gastos de operaciones,Otros gastos de operación,,,
186,FCP TC LATAM COMPARTIMENTO C,519095045,OTROS GTOS OPERACIONALES,,,1,99,PESOS,"0,0","20329,25",,519095,Total pasivo + patrimonio,Patrimonio,Utilidad o perdida del ejercicio,Costos y gastos,Gastos de operaciones,Otros gastos de operación,,,
187,FCP TC LATAM COMPARTIMENTO D,111505431,(TED) BANCOLOMBIA Cta No.03141537767,,,1,99,PESOS,"141634464,67","130364649,32",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
187,FCP TC LATAM COMPARTIMENTO D,130115115,OTROS EMISORES NACIONALES,,,1,99,PESOS,"1339124946,0","1339124946,0",,130115,Activo,,Activo no corriente,Inversiones a valor razonable con efectos en resultados,Instrumentos de Deuda,,,Inversiones,
187,FCP TC LATAM COMPARTIMENTO D,130120120,EMISORES EXTRANJEROS,,,1,99,PESOS,"1756478298,65","0,0",,130120,Activo,,Activo no corriente,Inversiones a valor razonable con efectos en resultados,Instrumentos de Deuda,,,Inversiones,
187,FCP TC LATAM COMPARTIMENTO D,161625010,REDENCIONES,,,1,99,PESOS,"0,0","1630630420,74",,161625,Activo,,Activo Corriente,Cuentas por cobrar,Deudores,,,,
187,FCP TC LATAM COMPARTIMENTO D,169895010,DETERIORO OTRAS CUENTAS POR COBRAR,,,1,99,PESOS,"0,0","-1504942539,37",,169895,Activo,,Activo Corriente,Cuentas por cobrar,Deudores,,,,
187,FCP TC LATAM COMPARTIMENTO D,182705010,PROPIEDADES DE INVERSION,,,1,99,PESOS,"78912228,0","78912228,0",,182705,Activo,,Activo no corriente,Activos Materiales,Propiedades de Inversión,,,,
187,FCP TC LATAM COMPARTIMENTO D,250340010,SOBRE LAS VENTAS POR PAGAR 19%,,,1,99,PESOS,"-434350,8","-88769,2",,250340,Total pasivo + patrimonio,Pasivo,Pasivo Corriente,Cuentas por pagar,Acreedores varios,,,,
187,FCP TC LATAM COMPARTIMENTO D,253105110,CUENTA COMPENSACION,,,1,99,PESOS,"-353810,95","-7524105,4",,253105,Total pasivo + patrimonio,Pasivo,Pasivo Corriente,Cuentas por pagar,Acreedores varios,,,,
187,FCP TC LATAM COMPARTIMENTO D,411495005,(LD) BANCOLOMBIA PANAMA CTA.80100001883,,,1,99,PESOS,"0,0","140840,44",,411495,Total pasivo + patrimonio,Patrimonio,Utilidad o perdida del ejercicio,Ingresos ordinarios,Otros rendimientos financieros,,,,
187,FCP TC LATAM COMPARTIMENTO D,411495999,OTROS,,,1,99,PESOS,"0,0","-196,07",,411495,Total pasivo + patrimonio,Patrimonio,Utilidad o perdida del ejercicio,Ingresos ordinarios,Otros rendimientos financieros,,,,
187,FCP TC LATAM COMPARTIMENTO D,414515010,ARRENDAMIENTO INMUEBLES IVA 19%,,,1,99,PESOS,"0,0","-2480757,92",,414515,Total pasivo + patrimonio,Patrimonio,Utilidad o perdida del ejercicio,Ingresos ordinarios,Arrendamientos,,,,
187,FCP TC LATAM COMPARTIMENTO D,510605120,EMISORES EXTRANJEROS,,,1,99,PESOS,"0,0","143197489,36",,510605,Total pasivo + patrimonio,Patrimonio,Utilidad o perdida del ejercicio,Costos y gastos,Gastos de operaciones,Disminucion en el Valor Razonables inst. de Deuda,,,
187,FCP TC LATAM COMPARTIMENTO D,510805010,POR DISMINUCION EN EL VALOR RAZONABLE,,,1,99,PESOS,"0,0","84795900,99",,510805,Total pasivo + patrimonio,Patrimonio,Utilidad o perdida del ejercicio,Costos y gastos,Gastos de operaciones,Disminución en el valor de mercado Inst. de Pat.,,,
187,FCP TC LATAM COMPARTIMENTO D,511325010,COMISION CUSTODIA FIJA                  ,,,1,99,PESOS,"0,0","584804,13",,511325,Total pasivo + patrimonio,Patrimonio,Utilidad o perdida del ejercicio,Costos y gastos,Gastos de operaciones,Comisión custodia fija,,,
187,FCP TC LATAM COMPARTIMENTO D,511512010,GASTOS BANCARIOS                        ,,,1,99,PESOS,"0,0","509594,4",,511512,Total pasivo + patrimonio,Patrimonio,Utilidad o perdida del ejercicio,Costos y gastos,Gastos de operaciones,Gastos bancarios,,,
187,FCP TC LATAM COMPARTIMENTO D,511548010,COMISION DE ADMINISTRACION R.F.         ,,,1,99,PESOS,"0,0","3786541,29",,511548,Total pasivo + patrimonio,Patrimonio,Utilidad o perdida del ejercicio,Costos y gastos,Gastos de operaciones,Comisión administración,,,
187,FCP TC LATAM COMPARTIMENTO D,511595015,OTRAS COMISIONES,,,1,99,PESOS,"0,0","364808,3",,511595,Total pasivo + patrimonio,Patrimonio,Utilidad o perdida del ejercicio,Costos y gastos,Gastos de operaciones,Comisión Bursatil,,,
187,FCP TC LATAM COMPARTIMENTO D,511805010,NOTARIALES,,,1,99,PESOS,"0,0","2680045,33",,511805,Total pasivo + patrimonio,Patrimonio,Utilidad o perdida del ejercicio,Costos y gastos,Gastos de operaciones,Gastos legales,,,
187,FCP TC LATAM COMPARTIMENTO D,513095090,OTROS HONORARIOS,,,1,99,PESOS,"0,0","1896070,56",,513095,Total pasivo + patrimonio,Patrimonio,Utilidad o perdida del ejercicio,Costos y gastos,Gastos de operaciones,Otros honorarios,,,
187,FCP TC LATAM COMPARTIMENTO D,513535010,POR REEXPRESION DE OTROS ACTIVOS,,,1,99,PESOS,"0,0","102682931,58",,513535,Total pasivo + patrimonio,Patrimonio,Utilidad o perdida del ejercicio,Costos y gastos,Gastos de operaciones,Reexpresion de Activos,,,
187,FCP TC LATAM COMPARTIMENTO D,514005010,IMPUESTO A LOS MOVIMIENTOS FINANCIEROS  ,,,1,99,PESOS,"0,0","107947,84",,514005,Total pasivo + patrimonio,Patrimonio,Utilidad o perdida del ejercicio,Costos y gastos,Gastos de operaciones,Gravamen a los movimientos financieros,Impuestos y tasas,,
187,FCP TC LATAM COMPARTIMENTO D,514005011,IMPOVENTAS                              ,,,1,99,PESOS,"0,0","612756,87",,514005,Total pasivo + patrimonio,Patrimonio,Utilidad o perdida del ejercicio,Costos y gastos,Gastos de operaciones,Gravamen a los movimientos financieros,Impuestos y tasas,,
187,FCP TC LATAM COMPARTIMENTO D,516060010,MANTENIMIENTO Y REPARACIONES,,,1,99,PESOS,"0,0","598851,2",,516060,Total pasivo + patrimonio,Patrimonio,Utilidad o perdida del ejercicio,Costos y gastos,Gastos de operaciones,Mantenimiento y Reparaciones,,,
187,FCP TC LATAM COMPARTIMENTO D,519095010,ADMINISTRACION DE ARRENDAMIENTOS,,,1,99,PESOS,"0,0","338384,57",,519095,Total pasivo + patrimonio,Patrimonio,Utilidad o perdida del ejercicio,Costos y gastos,Gastos de operaciones,Otros gastos de operación,,,
187,FCP TC LATAM COMPARTIMENTO D,519095999,OTROS,,,1,99,PESOS,"0,0","70,87",,519095,Total pasivo + patrimonio,Patrimonio,Utilidad o perdida del ejercicio,Costos y gastos,Gastos de operaciones,Otros gastos de operación,,,
187,FCP TC LATAM COMPARTIMENTO D,810505115,OTROS EMISORES NACIONALES,,,1,99,PESOS,"1339124946,0","1339124946,0",,810505,,,,,,,,,
187,FCP TC LATAM COMPARTIMENTO D,810505205,EMISORES NACIONALES                     ,,,1,99,PESOS,"394793929,36","389735038,41",,810505,,,,,,,,,
200,FCP ENERGETICO ANDINO COMPARTIMENTO C,111505085,(EAC) BANCOLOMBIA Cta No.03130741559,,,1,99,PESOS,"40097937,9","211930383,92",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
200,FCP ENERGETICO ANDINO COMPARTIMENTO C,130210300,EMISORES EXTRANJEROS,,,1,99,PESOS,"5445265814,54","189005020,99",,130210,Activo,,Activo no corriente,Inversiones a valor razonable con efectos en resultados,Instrumentos de patrimonio,,,Inversiones,
200,FCP ENERGETICO ANDINO COMPARTIMENTO C,192595025,COMISION ADMINISTRACION,,,1,99,PESOS,"0,0","800565,09",,192595,Activo,,Activo Corriente,Otros activos,Gatos pagados por anticipados,,,,
200,FCP ENERGETICO ANDINO COMPARTIMENTO C,410805300,EMISORES NACIONALES,,,1,99,PESOS,"0,0","-1910223,04",,410805,Total pasivo + patrimonio,Patrimonio,Utilidad o perdida del ejercicio,Ingresos ordinarios,Por aumento en el valor de mercado Inst. de Pat.,,,,
200,FCP ENERGETICO ANDINO COMPARTIMENTO C,411495085,(EAC) BANCOLOMBIA Cau No.03130741559,,,1,99,PESOS,"0,0","-4682867,9",,411495,Total pasivo + patrimonio,Patrimonio,Utilidad o perdida del ejercicio,Ingresos ordinarios,Otros rendimientos financieros,,,,
200,FCP ENERGETICO ANDINO COMPARTIMENTO C,419595030,OTROS,,,1,99,PESOS,"0,0","-2444403,47",,419595,Total pasivo + patrimonio,Patrimonio,Utilidad o perdida del ejercicio,Ingresos ordinarios,Valoración Propiedades de Inversión,,,,
200,FCP ENERGETICO ANDINO COMPARTIMENTO C,511548010,COMISION ADMINISTRACION R.F.,,,1,99,PESOS,"0,0","4002825,55",,511548,Total pasivo + patrimonio,Patrimonio,Utilidad o perdida del ejercicio,Costos y gastos,Gastos de operaciones,Comisión administración,,,
200,FCP ENERGETICO ANDINO COMPARTIMENTO C,513015003,REVISORIA FISCAL,,,1,99,PESOS,"0,0","3333331,0",,513015,Total pasivo + patrimonio,Patrimonio,Utilidad o perdida del ejercicio,Costos y gastos,Gastos de operaciones,Revisoría Fiscal,,,
200,FCP ENERGETICO ANDINO COMPARTIMENTO C,514005011,IMPOVENTAS,,,1,99,PESOS,"0,0","3932822,2",,514005,Total pasivo + patrimonio,Patrimonio,Utilidad o perdida del ejercicio,Costos y gastos,Gastos de operaciones,Gravamen a los movimientos financieros,Impuestos y tasas,,
200,FCP ENERGETICO ANDINO COMPARTIMENTO C,590505010,CANCELACION DE INGRESOS RF,,,1,99,PESOS,"0,0","-4815518636,27",,590505,Total pasivo + patrimonio,Patrimonio,,,,,,,
200,FCP ENERGETICO ANDINO COMPARTIMENTO C,590505020,UTILIDAD/PERDIDA PAGADA EN REDENCIONES,,,1,99,PESOS,"0,0","2213058581,44",,590505,Total pasivo + patrimonio,Patrimonio,,,,,,,
286,FCP MALLPLAZA COMPARTIMENTO AS CONSTRUCCIONES,829595998,OTRAS CUENTAS DE ORDEN ACREEDORAS PESOS,,,1,99,PESOS,"-66865672611,9","-66865672611,9",,829595,,,,,,,,,
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,111505005,BANCOLOMBIA Cta. No.03183435387,,,1,99,PESOS,"819367261,28","693302232,54",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,130115115,OTROS EMISORES NACIONALES,,,1,99,PESOS,"10490438,67","10490438,67",,130115,Activo,,Activo no corriente,Inversiones a valor razonable con efectos en resultados,Instrumentos de Deuda,,,Inversiones,
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,136000300,INVERSIONES DERECHOS FIDUCIARIOS,,,1,99,PESOS,"0,0","1277808434,06",,136000,Activo,,Activo no corriente,Inversiones a valor razonable con efectos en resultados,Inversiones derechos fiduciarios,,,Inversiones,
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,161695045,CUENTA CORRIENTE                        ,,,1,99,PESOS,"54126126,38","579876765,77",,161695,Activo,,Activo Corriente,Cuentas por cobrar,Deudores,,,,
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,192595015,COMISION DE GESTION,,,1,99,PESOS,"0,0","12602344,1",,192595,Activo,,Activo Corriente,Otros activos,Gatos pagados por anticipados,,,,
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,253105110,CUENTA COMPENSACION,,,1,99,PESOS,"-336031326,3","-71396326,44",,253105,Total pasivo + patrimonio,Pasivo,Pasivo Corriente,Cuentas por pagar,Acreedores varios,,,,
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,352505010,PARTICIPACIONES EN FDO DE INVERSIÓN COLE,,,1,99,PESOS,"-5580985774,58","-5898316833,02",,352505,Total pasivo + patrimonio,Patrimonio,,Patrimonio especiales,Participaciones en fondos de inversión colectiva,,,,
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,411495999,OTROS,,,1,99,PESOS,"0,0","-0,47",,411495,Total pasivo + patrimonio,Patrimonio,Utilidad o perdida del ejercicio,Ingresos ordinarios,Otros rendimientos financieros,,,,
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,510805010,POR DISMINUCION EN EL VALOR RAZONABLE,,,1,99,PESOS,"0,0","242872526,14",,510805,Total pasivo + patrimonio,Patrimonio,Utilidad o perdida del ejercicio,Costos y gastos,Gastos de operaciones,Disminución en el valor de mercado Inst. de Pat.,,,
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,511325010,COMISION CUSTODIA FIJA                  ,,,1,99,PESOS,"0,0","751073,35",,511325,Total pasivo + patrimonio,Patrimonio,Utilidad o perdida del ejercicio,Costos y gastos,Gastos de operaciones,Comisión custodia fija,,,
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,511512010,GASTOS BANCARIOS                        ,,,1,99,PESOS,"0,0","1129,31",,511512,Total pasivo + patrimonio,Patrimonio,Utilidad o perdida del ejercicio,Costos y gastos,Gastos de operaciones,Gastos bancarios,,,
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,511548010,COMISION DE ADMINISTRACION R.F.         ,,,1,99,PESOS,"0,0","5628340,39",,511548,Total pasivo + patrimonio,Patrimonio,Utilidad o perdida del ejercicio,Costos y gastos,Gastos de operaciones,Comisión administración,,,
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,511595011,COMISION GESTOR PROFESIONAL             ,,,1,99,PESOS,"0,0","54231218,99",,511595,Total pasivo + patrimonio,Patrimonio,Utilidad o perdida del ejercicio,Costos y gastos,Gastos de operaciones,Comisión Bursatil,,,
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,513095090,OTROS HONORARIOS,,,1,99,PESOS,"0,0","2416164,92",,513095,Total pasivo + patrimonio,Patrimonio,Utilidad o perdida del ejercicio,Costos y gastos,Gastos de operaciones,Otros honorarios,,,
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,514005010,IMPUESTO A LOS MOVIMIENTOS FINANCIEROS  ,,,1,99,PESOS,"0,0","3104374,41",,514005,Total pasivo + patrimonio,Patrimonio,Utilidad o perdida del ejercicio,Costos y gastos,Gastos de operaciones,Gravamen a los movimientos financieros,Impuestos y tasas,,
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,514005015,IVA COMISION GESTOR PROFESIONAL         ,,,1,99,PESOS,"0,0","10303931,6",,514005,Total pasivo + patrimonio,Patrimonio,Utilidad o perdida del ejercicio,Costos y gastos,Gastos de operaciones,Gravamen a los movimientos financieros,Impuestos y tasas,,
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,810505115,OTROS EMISORES NACIONALES,,,1,99,PESOS,"10490438,67","10490438,67",,810505,,,,,,,,,
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,810505205,EMISORES NACIONALES                     ,,,1,99,PESOS,"1557486389,13","1434926309,27",,810505,,,,,,,,,
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,829595998,OTRAS CUENTAS DE ORDEN ACREEDORAS USD,,,1,99,DOLAR,"-8818300000,0","-8297440000,0",,829595,,,,,,,,,
292,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO A,840505999,OTRAS CUENTAS DE ORDEN ACREEDORAS USD,,,1,99,PESOS,"8818300000,0","8297440000,0",,840505,,,,,,,,,
293,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO B,111505006,BANCOLOMBIA Cta No.03183435808,,,1,99,PESOS,"29091795,55","471937664,72",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
293,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO B,130115115,OTROS EMISORES NACIONALES,,,1,99,PESOS,"550748030,14","550748030,14",,130115,Activo,,Activo no corriente,Inversiones a valor razonable con efectos en resultados,Instrumentos de Deuda,,,Inversiones,
293,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO B,250110025,OTRAS COMISIONES,,,1,99,PESOS,"-675226853,32","-1759683414,98",,250110,Total pasivo + patrimonio,Pasivo,Pasivo Corriente,Cuentas por pagar,Comision de administracion.,,,,
293,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO B,352505010,PARTICIPACIONES EN FDO DE INVERSIÓN COLE,,,1,99,PESOS,"-64118922174,11","-62780085853,87",,352505,Total pasivo + patrimonio,Patrimonio,,Patrimonio especiales,Participaciones en fondos de inversión colectiva,,,,
293,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO B,411495006,BANCOLOMBIA Cta No.03183435808,,,1,99,PESOS,"0,0","-6001244,44",,411495,Total pasivo + patrimonio,Patrimonio,Utilidad o perdida del ejercicio,Ingresos ordinarios,Otros rendimientos financieros,,,,
293,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO B,510805010,POR DISMINUCION EN EL VALOR RAZONABLE,,,1,99,PESOS,"0,0","257823696,4",,510805,Total pasivo + patrimonio,Patrimonio,Utilidad o perdida del ejercicio,Costos y gastos,Gastos de operaciones,Disminución en el valor de mercado Inst. de Pat.,,,
293,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO B,511325010,COMISION CUSTODIA FIJA                  ,,,1,99,PESOS,"0,0","11795606,77",,511325,Total pasivo + patrimonio,Patrimonio,Utilidad o perdida del ejercicio,Costos y gastos,Gastos de operaciones,Comisión custodia fija,,,
293,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO B,513015003,REVISORIA FISCAL                        ,,,1,99,PESOS,"0,0","7264189,44",,513015,Total pasivo + patrimonio,Patrimonio,Utilidad o perdida del ejercicio,Costos y gastos,Gastos de operaciones,Revisoría Fiscal,,,
293,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO B,513095090,OTROS HONORARIOS,,,1,99,PESOS,"0,0","37945720,84",,513095,Total pasivo + patrimonio,Patrimonio,Utilidad o perdida del ejercicio,Costos y gastos,Gastos de operaciones,Otros honorarios,,,
293,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO B,514005010,IMPUESTO A LOS MOVIMIENTOS FINANCIEROS  ,,,1,99,PESOS,"0,0","3974143,75",,514005,Total pasivo + patrimonio,Patrimonio,Utilidad o perdida del ejercicio,Costos y gastos,Gastos de operaciones,Gravamen a los movimientos financieros,Impuestos y tasas,,
293,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO B,514005015,IVA COMISION GESTOR PROFESIONAL         ,,,1,99,PESOS,"0,0","183114094,99",,514005,Total pasivo + patrimonio,Patrimonio,Utilidad o perdida del ejercicio,Costos y gastos,Gastos de operaciones,Gravamen a los movimientos financieros,Impuestos y tasas,,
293,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO B,810505115,OTROS EMISORES NACIONALES,,,1,99,PESOS,"550748030,14","550748030,14",,810505,,,,,,,,,
293,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO B,810505205,EMISORES NACIONALES                     ,,,1,99,PESOS,"81776883146,8","75342478954,33",,810505,,,,,,,,,
293,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO B,840505999,OTRAS CUENTAS DE ORDEN ACREEDORAS USD,,,1,99,PESOS,"138491401500,0","130311295200,0",,840505,,,,,,,,,
294,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO C,111505012,BANCOLOMBIA Cta No. 03198020221,,,1,99,PESOS,"1348408906,03","1373583192,51",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
294,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO C,161695012,BANCOLOMBIA Cta No. 03198020221,,,1,99,PESOS,"724437,62","442794,15",,161695,Activo,,Activo Corriente,Cuentas por cobrar,Deudores,,,,
294,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO C,192595015,COMISION DE GESTION,,,1,99,PESOS,"0,0","19855060,28",,192595,Activo,,Activo Corriente,Otros activos,Gatos pagados por anticipados,,,,
294,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO C,352505010,PARTICIPACIONES EN FDO DE INVERSIÓN COLE,,,1,99,PESOS,"-10471039475,77","-11357763985,39",,352505,Total pasivo + patrimonio,Patrimonio,,Patrimonio especiales,Participaciones en fondos de inversión colectiva,,,,
294,FCP PALADIN REALTY COLOMBIA - COMPARTIMENTO C,511325010,COMISION CUSTODIA FIJA                  ,,,1,99,PESOS,"0,0","1441319,88",,511325,Total pasivo + patrimonio,Patrimonio,Utilidad o perdida del ejercicio,Costos y gastos,Gastos de operaciones,Comisión custodia fija,,,
200,FCP ENERGETICO ANDINO COMPARTIMENTO C,810505210,OTROS,,,1,99,PESOS,"5445265814,54","189005020,99",,810505,,,,,,,,,
200,FCP ENERGETICO ANDINO COMPARTIMENTO C,829595997,OTRAS CUENTAS DE ORDEN ACREEDORAS USD,,,1,99,DOLARES,"-176366000000,0","-165948800000,0",,829595,,,,,,,,,
200,FCP ENERGETICO ANDINO COMPARTIMENTO C,830505010,DEUDORAS POR CONTRA,,,1,99,PESOS,"-5445265814,54","-189005020,99",,,,,,,,,,,
240,FCP TC LATAM - COMPARTIMENTO E,130205300,EMISORES  NACIONALES,,,1,99,PESOS,"2389224913,87","2349298957,5",,130205,Activo,,Activo no corriente,Inversiones a valor razonable con efectos en resultados,Instrumentos de patrimonio,,,Inversiones,
240,FCP TC LATAM - COMPARTIMENTO E,161695533,(TE) BANCOLOMBIA Cau No.80100005498,,,1,99,PESOS,"422410,32","0,0",,161695,Activo,,Activo Corriente,Cuentas por cobrar,Deudores,,,,
240,FCP TC LATAM - COMPARTIMENTO E,192595015,COMISION DE GESTION,,,1,99,PESOS,"0,0","97429509,66",,192595,Activo,,Activo Corriente,Otros activos,Gatos pagados por anticipados,,,,
240,FCP TC LATAM - COMPARTIMENTO E,192595030,AMORTIZACIÓN COMISIÓN DE ADMÓN,,,1,99,PESOS,"0,0","16292638,83",,192595,Activo,,Activo Corriente,Otros activos,Gatos pagados por anticipados,,,,
240,FCP TC LATAM - COMPARTIMENTO E,253105220,CUENTA COMPENSACION DIVISAS,,,1,99,DOLARES,"-89043,34","0,0",,253105,Total pasivo + patrimonio,Pasivo,Pasivo Corriente,Cuentas por pagar,Acreedores varios,,,,
240,FCP TC LATAM - COMPARTIMENTO E,352505010,PARTICIPACIONES EN FDO DE INVERSIÓN COLE,,,1,99,PESOS,"-93497686676,58","-90083447079,05",,352505,Total pasivo + patrimonio,Patrimonio,,Patrimonio especiales,Participaciones en fondos de inversión colectiva,,,,
240,FCP TC LATAM - COMPARTIMENTO E,413515010,POR REEXPRESIÓN DE OTROS ACTIVOS,,,1,99,PESOS,"0,0","-167011538,18",,413515,Total pasivo + patrimonio,Patrimonio,Utilidad o perdida del ejercicio,Ingresos ordinarios,Diferencia en cambio,,,,
240,FCP TC LATAM - COMPARTIMENTO E,419595030,OTROS INGRESOS EJERCICIOS ANTERIORES,,,1,99,PESOS,"0,0","-40541257,0",,419595,Total pasivo + patrimonio,Patrimonio,Utilidad o perdida del ejercicio,Ingresos ordinarios,Valoración Propiedades de Inversión,,,,
